shot_id_number,is_goal
1.0,0.24017538346769052
8.0,0.5318996571643635
1.0,0.49790828731935216
20.0,0.6609758750410061
22.0,0.35091934588484114
33.0,0.29658272909126676
1.0,0.4380756312119491
35.0,0.6030697800140603
36.0,0.606431900183
37.0,0.5966754481466834
38.0,0.4240479563894353
45.0,0.47616464453023166
50.0,0.42553810908020884
55.0,0.3252244811727437
60.0,0.256128420583623
62.0,0.3756583042383571
66.0,0.4361245318107262
67.0,0.39512819924698306
71.0,0.3973649178930997
72.0,0.3331225180954789
76.0,0.3332979231260118
80.0,0.32156373105633834
85.0,0.4070489717417783
86.0,0.46191634335541243
87.0,0.3414842555031714
92.0,0.39039115265235336
95.0,0.45090300937411654
1.0,0.28409704625158944
104.0,0.43536129431059944
113.0,0.27602276494092315
122.0,0.9082515621651449
123.0,0.49810491778141824
126.0,0.4106364211438418
133.0,0.5786665171108744
134.0,0.4111949373578217
141.0,0.40920069021636224
144.0,0.31682235252775914
150.0,0.7389085086326566
152.0,0.44545945603712667
153.0,0.7301573532921221
156.0,0.40385761687225485
1.0,0.7318487762609258
165.0,0.8005653393080562
172.0,0.49680615494913016
182.0,0.7859953460589499
192.0,0.301130190059366
193.0,0.673000686255745
196.0,0.3699301888709541
202.0,0.48047784230839713
205.0,0.45556110580884596
210.0,0.3111454489015541
211.0,0.4382698205993441
1.0,0.8941417883107288
1.0,0.7923447253637994
257.0,0.3727435099930547
260.0,0.3905503292845324
262.0,0.28703315313375755
264.0,0.29769951407531403
267.0,0.39011332775240665
279.0,0.8401508946160962
282.0,0.2805112938436856
293.0,0.2486665673830933
299.0,0.7084969804308314
300.0,0.5633596585963109
301.0,0.37929131563114465
317.0,0.3787853904375577
327.0,0.3630874403720212
328.0,0.39248812337889044
335.0,0.40980506926570476
346.0,0.7172182795884845
348.0,0.6103598051138892
360.0,0.31770072159351925
365.0,0.3667540375591652
1.0,0.36811802264872534
382.0,0.5122185812187211
390.0,0.5481841580150173
391.0,0.7259078273749151
392.0,0.422288476896009
397.0,0.41584422783329816
417.0,0.30848790010541355
418.0,0.45162059837442003
420.0,0.4122262217479538
428.0,0.21560417708227125
429.0,0.2546641446815877
434.0,0.43933374331013775
1.0,0.6359049775445283
440.0,0.3709489005078039
451.0,0.22535071608099982
456.0,0.4317912639805285
459.0,0.44621052491701696
472.0,0.3279972310460258
480.0,0.5727563608547882
491.0,0.2538068827750493
497.0,0.32759794813250803
509.0,0.38569951695997384
511.0,0.4300470358464546
523.0,0.3576683102431703
533.0,0.4181741262801543
544.0,0.512245413766349
546.0,0.3961630415108621
552.0,0.37305692098482107
1.0,0.6619400062352252
558.0,0.3370769236354273
560.0,0.421970215238949
568.0,0.41729578986834776
571.0,0.5342758624556605
573.0,0.4141444039752955
576.0,0.845838873276036
578.0,0.6382201782151299
591.0,0.47748415850988585
596.0,0.5489368955165321
597.0,0.45933822399046836
601.0,0.6159730248301674
605.0,0.46062766330852206
617.0,0.27398385318999735
625.0,0.2360982286193355
628.0,0.19912938686313394
634.0,0.4370155884062219
646.0,0.40282925225175725
649.0,0.36243512223645513
651.0,0.5062936344381755
654.0,0.8941417883107288
656.0,0.4236897158364098
657.0,0.5089639294578467
661.0,0.8490974485458855
669.0,0.4045935325195491
670.0,0.8941417883107288
1.0,0.7780987868609928
693.0,0.6380222432756866
694.0,0.271022753755961
699.0,0.5034010150053575
711.0,0.4321631325438545
715.0,0.3695590996089135
718.0,0.32713886605869597
722.0,0.3643683060436495
723.0,0.34544020286403965
725.0,0.5962101256451113
734.0,0.3855005149818964
735.0,0.433848496940847
737.0,0.4097920471943641
746.0,0.5153490634287466
747.0,0.4871836448079855
764.0,0.3823844302078544
766.0,0.37367336568118387
767.0,0.40852136928601535
771.0,0.4211743564886713
773.0,0.5286196863645355
774.0,0.4066279762998508
783.0,0.28026689058038995
784.0,0.3449195811183275
789.0,0.40789250429306195
792.0,0.5894621101266592
804.0,0.3820831150836444
809.0,0.3606726488239392
812.0,0.33731152324465485
813.0,0.3533416151045795
817.0,0.4024930841147905
818.0,0.427061161303047
820.0,0.35411973446383876
825.0,0.3224499652041314
826.0,0.32076396183291095
829.0,0.4479933417847805
833.0,0.34858418489986387
855.0,0.3995303550141627
859.0,0.7301573532921221
862.0,0.42837025634793124
1.0,0.3983288144755924
876.0,0.30010343745164425
880.0,0.4157252673515011
886.0,0.9082515621651449
889.0,0.6534355293099403
891.0,0.4046148007645004
897.0,0.8941417883107288
902.0,0.41549873396590187
903.0,0.6464030991898166
908.0,0.3141900066798112
909.0,0.2999427248344783
920.0,0.22864603562532562
922.0,0.4722450937205875
924.0,0.5933408107019038
932.0,0.4982588590753254
934.0,0.3293983233389791
937.0,0.3151015601844677
938.0,0.5349805972807374
941.0,0.3275617110330674
943.0,0.37194424782840985
1.0,0.4634602249173568
950.0,0.3696375733401893
952.0,0.4718022091883189
954.0,0.8941417883107288
962.0,0.5533915927780221
963.0,0.5014930049289882
975.0,0.35121784042987264
979.0,0.37846674360389404
981.0,0.43133140350898785
983.0,0.2602366525380283
985.0,0.5532464250872479
989.0,0.41319607697786187
995.0,0.38323218462711456
998.0,0.4755595384566545
1008.0,0.31717720898248275
1019.0,0.6275001288922876
1023.0,0.5096174920471735
1026.0,0.4095735134458927
1029.0,0.5906461395193509
1034.0,0.4121025589412426
1036.0,0.6432002789173789
1038.0,0.2875382559532243
1039.0,0.4179143912429781
1044.0,0.37570724068075617
1049.0,0.3888708868213502
1051.0,0.4028961278116351
1.0,0.2557260651711227
1062.0,0.8369038515284256
1064.0,0.6279356300418819
1066.0,0.2999876327471763
1087.0,0.26422399278856773
1092.0,0.3941782555320979
1094.0,0.5698354262774022
1098.0,0.38480669744227536
1099.0,0.32804846389344594
1102.0,0.36387310066644324
1103.0,0.38646147582215196
1118.0,0.3084659580390333
1131.0,0.2682735290714908
1133.0,0.5321353334184462
1135.0,0.8941417883107288
1138.0,0.41623163166108035
1139.0,0.8014639768424494
1141.0,0.34596567335350464
1.0,0.35877460353423457
1151.0,0.4139993804526836
1152.0,0.3582684748840356
1155.0,0.48324991500020764
1157.0,0.49801676770879705
1165.0,0.41303140143447337
1167.0,0.8399498115752545
1172.0,0.460939723414371
1174.0,0.6142259808536121
1178.0,0.4516911304953366
1180.0,0.42134888189071285
1200.0,0.3516438466972784
1202.0,0.3634638366670904
1209.0,0.5046733801335896
1227.0,0.6199554822275707
1228.0,0.6216592472565254
1229.0,0.3400064989964603
1237.0,0.5183839135937178
1.0,0.35493577393923925
1.0,0.27289718647717714
1256.0,0.6011805322193621
1277.0,0.34907223758733097
1279.0,0.34073854673471515
1288.0,0.5071711734798129
1290.0,0.3371199674043037
1293.0,0.39014399443939324
1295.0,0.4199536394938715
1308.0,0.26973037324888105
1315.0,0.7774082131274327
1319.0,0.5183839135937178
1320.0,0.411513433574666
1321.0,0.42574051996521134
1322.0,0.41629097197143045
1331.0,0.37022361941972304
1334.0,0.2822798074214777
1343.0,0.35707441308911303
1348.0,0.6455701663680335
1349.0,0.3638121321394395
1351.0,0.5349399285288868
1373.0,0.2513306120771591
1375.0,0.3885251324618749
1380.0,0.5423497561781722
1382.0,0.6033599824589544
1385.0,0.40475774045688995
1387.0,0.3322059308955963
1394.0,0.4177482641734165
1399.0,0.3775477878127688
1403.0,0.8941417883107288
1409.0,0.40237554273248205
1413.0,0.27809746445297
1425.0,0.6426490284641644
1428.0,0.31751166111946955
1434.0,0.2387785943073845
1444.0,0.8941417883107288
1448.0,0.296086999306661
1461.0,0.43165316681947047
1466.0,0.40436456775559965
1476.0,0.29762338994364335
1478.0,0.4153342471084442
1485.0,0.3785832196869143
1491.0,0.6692615327198504
1494.0,0.5813373534259413
1495.0,0.5071711734798129
1500.0,0.5127916609478183
1501.0,0.6505753094933773
1503.0,0.3053752359916083
1.0,0.5183839135937178
1.0,0.5315963171288631
1519.0,0.5310348579528572
1524.0,0.4622919731490124
1.0,0.5310348579528572
1529.0,0.6871591406185626
1533.0,0.759772453746737
1538.0,0.8973400883027739
1539.0,0.3358140374663776
1545.0,0.3366018106129175
1546.0,0.3511568275300635
1.0,0.32682453404137773
1555.0,0.3484569990467862
1556.0,0.2787035372653539
1558.0,0.9032647614666466
1559.0,0.6504783904279378
1561.0,0.4316480440134916
1563.0,0.40167800816041005
1565.0,0.7800215323006291
1574.0,0.3879717869561511
1581.0,0.5421947503949011
1583.0,0.5424566898474477
1591.0,0.409919672448951
1594.0,0.27558425610957044
1605.0,0.38596272609853405
1611.0,0.355507775187859
1614.0,0.3890362582281961
1617.0,0.3959596430371681
1620.0,0.37093652747048683
1626.0,0.36088669960693
1628.0,0.37953489905433097
1630.0,0.4392110783077985
1632.0,0.30497257264151084
1634.0,0.36889312336905217
1643.0,0.43934510513169767
1651.0,0.40879086622432126
1654.0,0.39046500817965085
1655.0,0.36338184150724234
1658.0,0.40999822734567004
1659.0,0.3996390307964566
1665.0,0.303186835058226
1675.0,0.4682092354164572
1.0,0.8941417883107288
1690.0,0.39070370720246816
1696.0,0.5490044443447795
1714.0,0.6294668380948709
1718.0,0.5310348579528572
1721.0,0.3308270960741899
1726.0,0.42491209281350084
1728.0,0.416449659763661
1734.0,0.40187891873434217
1735.0,0.3188829978372277
1740.0,0.4458283150923717
1744.0,0.6223024709812865
1747.0,0.4241755861243418
1752.0,0.25469833263092045
1.0,0.7692573528584735
1764.0,0.37682454664956544
1765.0,0.5112400009307778
1769.0,0.45302922161429815
1770.0,0.9082515621651449
1785.0,0.5464309274653897
1787.0,0.32917703333053727
1788.0,0.5420465973051056
1793.0,0.43043316816009103
1794.0,0.5320296735829115
1800.0,0.3752342993442299
1812.0,0.32906391827700543
1.0,0.4625886825238261
1826.0,0.7229372477444624
1834.0,0.3709779634958017
1843.0,0.37868663711497885
1844.0,0.38459497114341185
1848.0,0.4023773111155022
1849.0,0.34125839596581703
1860.0,0.41066134902304324
1863.0,0.5421947503949011
1875.0,0.4267639676734769
1.0,0.38659981222728
1890.0,0.3472721392116799
1892.0,0.3903643651744958
1893.0,0.3788346997826358
1897.0,0.295584755033268
1905.0,0.3919454274773241
1908.0,0.5318869225410282
1931.0,0.5905218014496724
1940.0,0.8941417883107288
1943.0,0.4625960236878868
1947.0,0.2534711161537596
1965.0,0.7035276543453377
1967.0,0.4020651686571242
1968.0,0.436515771986291
1972.0,0.7917496875035587
1982.0,0.41001985767039817
1985.0,0.34468275541243804
2005.0,0.4105980781806569
2010.0,0.7135999948662594
2021.0,0.3981509477517921
2024.0,0.3980087768232238
1.0,0.22156923156536817
2028.0,0.738878497722582
2035.0,0.2851293106362964
2036.0,0.4635818745599273
2043.0,0.49632767592589344
2047.0,0.4906960268640188
2049.0,0.2829434426674521
2055.0,0.421747181336362
2065.0,0.41395839750224805
2066.0,0.24995193337024785
2070.0,0.27491817795675455
2077.0,0.8941417883107288
2081.0,0.3934655264528984
1.0,0.6203398281790001
2089.0,0.47402413660024506
2095.0,0.5062053421547713
2097.0,0.5098191750028249
2100.0,0.42511363187420637
2108.0,0.37544133654347756
2112.0,0.5510408903411141
2113.0,0.4936082031909273
2120.0,0.34464819852039985
2121.0,0.3274870922245391
1.0,0.3812413796288081
2139.0,0.4105963704185071
2141.0,0.42665494697094286
2144.0,0.38984671602140253
2146.0,0.21479731191079016
2148.0,0.23907917855080638
2149.0,0.5558748709829573
2157.0,0.3586557122054407
2158.0,0.46364483386378164
2159.0,0.4061128008530898
2168.0,0.3421412156992447
2176.0,0.5316946409077113
2178.0,0.5452203319229867
2181.0,0.21116096480125474
2184.0,0.4161749675121064
2187.0,0.4070902396154635
2188.0,0.38190365521280534
2190.0,0.3991048184357578
2193.0,0.8941417883107288
2194.0,0.5363065568806047
2197.0,0.4264761658067393
2202.0,0.7493500442661957
2204.0,0.5310348579528572
2211.0,0.24315625116613723
2214.0,0.3465282117340232
2215.0,0.7329332474521435
2217.0,0.27798191117786586
2222.0,0.40757938874885613
2223.0,0.38606367706668393
2226.0,0.39396828222538777
2230.0,0.7872744746864601
2233.0,0.3757780154955856
2240.0,0.3427196053098923
2246.0,0.2841023395213516
2247.0,0.3591409415787311
2250.0,0.29525901546022265
2254.0,0.43515083263059345
2257.0,0.8875192200556731
2259.0,0.4375792290749218
2262.0,0.3139837565344357
2263.0,0.42005716420951894
2266.0,0.34942271959388554
2305.0,0.25864486172465234
2310.0,0.36385767791790063
2313.0,0.4046148007645004
2319.0,0.4180436624483513
2320.0,0.556894595506159
2341.0,0.46120163334666825
2345.0,0.2641144112071808
2350.0,0.635032002534073
2356.0,0.31933130540755494
2360.0,0.46289578744330667
1.0,0.3039321958919506
2374.0,0.5733213926728725
2384.0,0.4516160343669958
2386.0,0.3469975825133796
2397.0,0.5277683426641734
2398.0,0.3363589359496368
2411.0,0.4429038484356172
2414.0,0.693207564240371
2435.0,0.7493500442661957
2439.0,0.34772589579971613
2446.0,0.7533076904277954
2458.0,0.397746198594006
2465.0,0.2918646127281349
2466.0,0.4038374532595816
2470.0,0.3393263701122879
2490.0,0.5840445478106339
1.0,0.6527110404788238
1.0,0.44511451886792963
2507.0,0.2679483997899148
2533.0,0.1958651200491824
2537.0,0.31242106386036195
2538.0,0.26867788014416794
2541.0,0.24299500052142764
2542.0,0.7493500442661957
2544.0,0.49080269036046836
2554.0,0.3950664138113081
2555.0,0.4333804238975326
2565.0,0.373446834599021
2572.0,0.6243733228257914
1.0,0.4303805725818918
2575.0,0.7457079423349213
2586.0,0.3513554906697387
1.0,0.41478592322519875
2594.0,0.5387320432342166
